	Line=1, token=INTEGER, value="58"
	Line=38,UNKNOWN ERROR, value="a"
	Line=39, token=STRING, value=""1.2""
	Line=40, token=STRING, value=""1,2""
	Line=41, token=STRING, value=""!@#$%""
	Line=42, token=INTEGER, value="012"
	Line=43, token=INTEGER, value="0012"
	Line=44, token=INTEGER, value="0"
	Line=44, token=INTEGER, value="89"
	Line=46,UNKNOWN ERROR, value="("
	Line=46, token=FLOAT, value="1.5"
	Line=46,UNKNOWN ERROR, value=")"
	Line=47,UNKNOWN ERROR, value="("
	Line=47, token=IDENTIFIER, value="abcd"
	Line=47,UNKNOWN ERROR, value=")"
	Line=48,UNKNOWN ERROR, value="("
	Line=48, token=DELIMITER, value=" "
	Line=49, token=IDENTIFIER, value="_abcd"
	Line=50, token=INTEGER, value="0"
	Line=50, token=IDENTIFIER, value="_abcd"
	Line=51, token=IDENTIFIER, value="ab"
	Line=51, token=DELIMITER, value=" "
	Line=51, token=IDENTIFIER, value="cd"
	Line=52, token=INTEGER, value="12"
	Line=52, token=DELIMITER, value=" "
	Line=52, token=INTEGER, value="34"
	Line=53, token=KEYWORD, value="int"
	Line=54, token=KEYWORD, value="int"
	Line=54, token=DELIMITER, value="	"
	Line=54, token=KEYWORD, value="float"
	Line=55, token=INTEGER, value="5"
	Line=55, token=OPERATOR, value="<"
	Line=55, token=INTEGER, value="10"
	Line=56, token=INTEGER, value="1"
	Line=56, token=DELIMITER, value=" "
	Line=56, token=OPERATOR, value="&&"
	Line=56, token=DELIMITER, value=" "
	Line=56, token=INTEGER, value="1"
	Line=57, token=INTEGER, value="1"
	Line=57, token=DELIMITER, value=" "
	Line=57, token=OPERATOR, value="||"
	Line=57, token=DELIMITER, value=" "
	Line=57, token=INTEGER, value="1"
	Line=58, token=KEYWORD, value="if"
	Line=58,UNKNOWN ERROR, value="("
	Line=58, token=INTEGER, value="5"
	Line=58, token=OPERATOR, value="<"
	Line=58, token=INTEGER, value="10"
	Line=58,UNKNOWN ERROR, value=")"
	Line=59, token=IDENTIFIER, value="then"
	Line=60, token=KEYWORD, value="else"
	Line=61, token=KEYWORD, value="int"
	Line=61, token=OPERATOR, value="+"
	Line=61, token=KEYWORD, value="float"
	Line=62, token=IDENTIFIER, value="char"
	Line=62, token=DELIMITER, value=" "
	Line=62, token=IDENTIFIER, value="ch"
	Line=62,UNKNOWN ERROR, value=";"
	Line=63, token=FLOAT, value="5.23"
	Line=63,UNKNOWN ERROR, value="@"
	Line=63,UNKNOWN ERROR, value="#"
	Line=64, token=INTEGER, value="5"
	Line=64, token=OPERATOR, value="+"
	Line=64,UNKNOWN ERROR, value="@"
	Line=65, token=INTEGER, value="5"
	Line=65, token=OPERATOR, value="/"
	Line=65, token=KEYWORD, value="int"
	Line=66, token=INTEGER, value="10"
	Line=66, token=OPERATOR, value="+"
	Line=66, token=IDENTIFIER, value="ch"
	Line=67, token=IDENTIFIER, value="ch"
	Line=67, token=OPERATOR, value="="
	Line=67, token=INTEGER, value="10"
	Line=68, token=STRING, value=""double	return""
	Line=69, token=STRING, value=""	break""
	Line=70, token=DELIMITER, value="	"
	Line=71, token=STRING, value=""0xADF""
	Line=73, token=STRING, value=""/*OXADF*/""
	Line=74, token=DELIMITER, value="	"
	Line=74, token=STRING, value=""/*OXADF*/""
	Line=75, token=IDENTIFIER, value="ABC"
	Line=75, token=OPERATOR, value="/"
	Line=75, token=KEYWORD, value="int"
	Line=76, token=STRING, value=""int""
	Line=77, token=STRING, value=""int!=float""
	Line=78, token=KEYWORD, value="float"
	Line=78, token=OPERATOR, value="+"
	Line=78, token=KEYWORD, value="return"
	Line=79, token=IDENTIFIER, value="INTEGER"
	Line=79, token=DELIMITER, value=" "
	Line=79, token=INTEGER, value="0xAD"
	Line=80, token=IDENTIFIER, value="abc"
	Line=80, token=OPERATOR, value="="
	Line=80, token=IDENTIFIER, value="abc"
	Line=81, token=INTEGER, value="5"
	Line=81,UNKNOWN ERROR, value="^"
	Line=81, token=INTEGER, value="2"
	Line=81,UNKNOWN ERROR, value=";"
	Line=82, token=FLOAT, value="10e2"
	Line=82, token=OPERATOR, value="!="
	Line=82, token=INTEGER, value="10"
	Line=83,UNKNOWN ERROR, value="a"
	Line=83, token=OPERATOR, value="%"
	Line=83,UNKNOWN ERROR, value="b"
	Line=83,UNKNOWN ERROR, value=";"
	Line=85, token=STRING, value=""integer""
	Line=86, token=STRING, value=""int+float""
	Line=87, token=STRING, value=""comment""
	Line=89, token=INTEGER, value="5"
	Line=89, token=DELIMITER, value="	"
	Line=89, token=KEYWORD, value="int"
	Line=90, token=INTEGER, value="10"
	Line=90, token=DELIMITER, value="	"
	Line=90, token=OPERATOR, value="+"
	Line=90, token=DELIMITER, value="	"
	Line=90, token=INTEGER, value="10"
